"C:\Program Files\Java\jdk1.8.0_291\bin\java.exe" "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2021.1.1\lib\idea_rt.jar=63254:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2021.1.1\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\harrizazham98\AppData\Local\Temp\classpath261560569.jar ai.certifai.solution.EXERCISE.forest.DataScienceonForest
11
2021-12-01 14:47:23 INFO  BaseAllocator:382 - Debug mode disabled.
2021-12-01 14:47:23 INFO  DefaultAllocationManagerOption:382 - allocation manager type not specified, using netty as the default type
2021-12-01 14:47:23 INFO  CheckAllocator:386 - Using DefaultAllocationManager at memory-unsafe/4.0.0/arrow-memory-unsafe-4.0.0.jar!/org/apache/arrow/memory/DefaultAllocationManagerFactory.class
516
[10, 2, 90.6, 35.4, 669.1, 18.0, 33, 0.9, 8.062257748, 0.0]
[10, 6, 90.6, 43.7, 686.9, 14.6, 33, 1.3, 8.062257748, 0.0]
[3, 5, 91.7, 33.3, 77.5, 8.3, 97, 4.0, 10.0, 0.0]
[3, 7, 89.3, 51.3, 102.2, 11.4, 99, 1.8, 10.0, 0.0]
[8, 7, 92.3, 85.3, 488.0, 22.2, 29, 5.4, 10.0, 0.0]
[8, 1, 92.3, 88.9, 495.6, 24.1, 27, 3.1, 10.0, 0.0]
[8, 1, 91.5, 145.4, 608.2, 8.0, 86, 2.2, 10.0, 0.0]
[9, 2, 91.0, 129.5, 692.6, 13.1, 63, 5.4, 10.0, 0.0]
[9, 6, 92.5, 88.0, 698.6, 22.8, 40, 4.0, 8.602325267, 0.0]
[9, 6, 92.5, 88.0, 698.6, 17.8, 51, 7.2, 8.602325267, 0.0]
[9, 6, 92.8, 73.2, 713.0, 19.3, 38, 4.0, 8.602325267, 0.0]
[8, 5, 63.5, 70.8, 665.3, 17.0, 72, 6.7, 7.810249676, 0.0]
[9, 1, 90.9, 126.5, 686.5, 21.3, 42, 2.2, 7.810249676, 0.0]
[9, 3, 92.9, 133.3, 699.6, 26.4, 21, 4.5, 7.810249676, 0.0]
[9, 5, 93.3, 141.2, 713.9, 22.9, 44, 5.4, 7.810249676, 0.0]
[3, 6, 91.7, 35.8, 80.8, 15.1, 27, 5.4, 7.071067812, 0.0]
[10, 1, 84.9, 32.8, 664.2, 16.7, 47, 4.9, 9.433981132, 0.0]
[3, 3, 89.2, 27.9, 70.8, 15.9, 35, 4.0, 7.211102551, 0.0]
[4, 6, 86.3, 27.4, 97.1, 9.3, 44, 4.5, 7.211102551, 0.0]
[9, 2, 91.0, 129.5, 692.6, 18.3, 40, 2.7, 7.211102551, 0.0]
[9, 1, 91.8, 78.5, 724.3, 19.1, 38, 2.7, 6.403124237, 0.0]
[6, 7, 94.3, 96.3, 200.0, 21.0, 44, 4.5, 8.062257748, 0.0]
[8, 6, 90.2, 110.9, 537.4, 19.5, 43, 5.8, 8.062257748, 0.0]
[8, 6, 93.5, 139.4, 594.2, 23.7, 32, 5.8, 8.062257748, 0.0]
[8, 7, 91.4, 142.4, 601.4, 16.3, 60, 5.4, 8.062257748, 0.0]
[9, 5, 92.4, 117.9, 668.0, 19.0, 34, 5.8, 8.062257748, 0.0]
[9, 1, 90.9, 126.5, 686.5, 19.4, 48, 1.3, 8.062257748, 0.0]
[9, 6, 93.4, 145.4, 721.4, 30.2, 24, 2.7, 6.708203932, 0.0]
[9, 7, 93.5, 149.3, 728.6, 22.8, 39, 3.6, 6.708203932, 0.0]
[9, 5, 94.3, 85.1, 692.3, 25.4, 24, 3.6, 6.708203932, 0.0]
[9, 1, 88.6, 91.8, 709.9, 11.2, 78, 7.6, 6.708203932, 0.0]
[9, 5, 88.6, 69.7, 706.8, 20.6, 37, 1.8, 6.708203932, 0.0]
[9, 7, 91.7, 75.6, 718.3, 17.7, 39, 3.6, 6.708203932, 0.0]
[9, 1, 91.8, 78.5, 724.3, 21.2, 32, 2.7, 6.708203932, 0.0]
[9, 2, 90.3, 80.7, 730.2, 18.2, 62, 4.5, 6.708203932, 0.0]
[10, 2, 90.6, 35.4, 669.1, 21.7, 24, 4.5, 6.708203932, 0.0]
[10, 5, 90.0, 41.5, 682.6, 11.3, 60, 5.4, 8.062257748, 0.0]
[10, 6, 90.6, 43.7, 686.9, 17.8, 27, 4.0, 7.615773106, 0.0]
[3, 2, 88.1, 25.7, 67.6, 14.1, 43, 2.7, 5.656854249, 0.0]
[7, 2, 79.5, 60.6, 366.7, 23.3, 37, 3.1, 5.656854249, 0.0]
[8, 6, 90.2, 96.9, 624.2, 18.4, 42, 6.7, 5.656854249, 0.0]
[8, 2, 94.8, 108.3, 647.1, 16.6, 54, 5.4, 5.656854249, 0.0]
[9, 6, 92.5, 88.0, 698.6, 19.6, 48, 2.7, 5.656854249, 0.0]
[9, 3, 90.1, 82.9, 735.7, 12.9, 74, 4.9, 5.656854249, 0.0]
[9, 3, 94.3, 85.1, 692.3, 25.9, 24, 4.0, 7.810249676, 0.0]
[9, 1, 90.9, 126.5, 686.5, 14.7, 70, 3.6, 7.810249676, 0.0]
[7, 1, 94.2, 62.3, 442.9, 23.0, 36, 3.1, 8.485281374, 0.0]
[3, 1, 87.2, 23.9, 64.7, 11.8, 35, 1.8, 5.656854249, 0.0]
[3, 1, 87.6, 52.2, 103.8, 11.0, 46, 5.8, 5.656854249, 0.0]
[9, 4, 92.9, 137.0, 706.4, 20.8, 17, 1.3, 5.656854249, 0.0]
[8, 7, 90.2, 99.6, 631.2, 21.5, 34, 2.2, 5.0, 0.0]
[8, 3, 92.1, 111.2, 654.1, 20.4, 42, 4.9, 5.0, 0.0]
[8, 3, 92.1, 111.2, 654.1, 20.4, 42, 4.9, 5.0, 0.0]
[8, 4, 91.7, 114.3, 661.3, 17.6, 45, 3.6, 5.0, 0.0]
[9, 4, 92.9, 137.0, 706.4, 27.7, 24, 2.2, 5.0, 0.0]
[9, 2, 90.3, 80.7, 730.2, 17.8, 63, 4.9, 5.0, 0.0]
[10, 7, 92.6, 46.5, 691.8, 13.8, 50, 2.7, 5.0, 0.0]
[2, 1, 84.0, 9.3, 34.0, 13.9, 40, 5.4, 2.828427125, 0.0]
[2, 5, 86.6, 13.2, 43.0, 12.3, 51, 0.9, 2.828427125, 0.0]
[3, 7, 89.3, 51.3, 102.2, 11.5, 39, 5.8, 2.828427125, 0.0]
[3, 7, 89.3, 51.3, 102.2, 5.5, 59, 6.3, 2.828427125, 0.0]
[8, 4, 93.0, 75.3, 466.6, 18.8, 35, 4.9, 2.828427125, 0.0]
[8, 7, 90.2, 99.6, 631.2, 20.8, 33, 2.7, 2.828427125, 0.0]
[8, 1, 91.1, 103.2, 638.8, 23.1, 31, 3.1, 2.828427125, 0.0]
[8, 4, 91.7, 114.3, 661.3, 18.6, 44, 4.5, 2.828427125, 0.0]
[9, 5, 92.4, 117.9, 668.0, 23.0, 37, 4.5, 2.828427125, 0.0]
[9, 5, 92.4, 117.9, 668.0, 19.6, 33, 5.4, 2.828427125, 0.0]
[9, 5, 92.4, 117.9, 668.0, 19.6, 33, 6.3, 2.828427125, 0.0]
[3, 5, 91.7, 33.3, 77.5, 17.2, 26, 4.5, 6.403124237, 0.0]
[3, 5, 91.2, 48.3, 97.8, 15.8, 27, 7.6, 6.403124237, 0.0]
[9, 5, 94.3, 85.1, 692.3, 17.7, 37, 3.6, 6.403124237, 0.0]
[3, 5, 91.7, 33.3, 77.5, 15.6, 25, 6.3, 6.403124237, 0.0]
[8, 2, 88.8, 147.3, 614.5, 17.3, 43, 4.5, 6.403124237, 0.0]
[9, 5, 93.3, 141.2, 713.9, 27.6, 30, 1.3, 6.403124237, 0.0]
[2, 4, 84.2, 6.8, 26.6, 6.7, 79, 3.1, 12.72792206, 0.0]
[2, 5, 86.6, 13.2, 43.0, 15.7, 43, 3.1, 12.72792206, 0.0]
[3, 1, 87.6, 52.2, 103.8, 8.3, 72, 3.1, 3.16227766, 0.0]
[8, 5, 90.1, 108.0, 529.8, 14.7, 66, 2.7, 2.236067977, 0.0]
